airport,category,number,percentage,year
JAX,medium,28252,0.004161573089947397,2002
PBI,medium,24948,0.0036748876344332316,2002
SJC,medium,53889,0.006347515800766521,2005
SMF,medium,44802,0.005277169791718935,2005
TUS,medium,24278,0.0028596743047933646,2005
RNO,medium,29592,0.003485603510480486,2005
ANC,medium,42613,0.005019330305221173,2005
ABQ,medium,42341,0.004987291776062931,2005
OKC,medium,26547,0.0031269368881023745,2005
ELP,medium,24188,0.002849073320880711,2005
TUL,medium,25952,0.0030568526055687203,2005
OMA,medium,30338,0.00357347388824537,2005
AUS,medium,47128,0.00555114633150596,2005
MKE,medium,77764,0.009159721255373227,2005
MCI,medium,70430,0.008295858855202103,2005
SAT,medium,42093,0.0049580801759480635,2005
BNA,medium,70534,0.008308108881056726,2005
MEM,medium,150691,0.017749698519796395,2005
IND,medium,77947,0.009181276589328956,2005
CLE,medium,106544,0.01254968033321955,2005
CMH,medium,57065,0.006721612744173051,2005
HOU,medium,53085,0.006252813677813484,2005
PIT,medium,103522,0.012193722851174671,2005
BUF,medium,40218,0.004737226344434448,2005
RIC,medium,36982,0.004356062078419483,2005
PVD,medium,37459,0.004412247293156547,2005
BHM,medium,26862,0.0031640403317966617,2005
ALB,medium,31105,0.0036638178289232063,2005
MSY,medium,42074,0.004955842190455392,2005
ROC,medium,33722,0.003972070883361143,2005
RDU,medium,81372,0.009584702921560493,2005
BDL,medium,48585,0.0057227644821808065,2005
MHT,medium,32226,0.0037958589729908134,2005
SNA,medium,47664,0.0056142810801413185,2005
OGG,medium,28798,0.0033920792746288536,2005
DAL,medium,42233,0.004974570595367747,2005
JAX,medium,40036,0.0047157887991888595,2005
PBI,medium,29675,0.0034953799734221552,2005
SJC,medium,53603,0.006593174920671079,2006
SMF,medium,45840,0.005638325063215907,2006
TUS,medium,24204,0.0029770946734310167,2006
RNO,medium,27469,0.0033786900340636505,2006
ANC,medium,42781,0.005262067725336817,2006
ABQ,medium,42212,0.005192080662488435,2006
OKC,medium,25855,0.0031801678557907345,2006
ELP,medium,23477,0.0028876735931308867,2006
TUL,medium,25480,0.0031340428143704475,2006
OMA,medium,29839,0.003670200295839866,2006
AUS,medium,48652,0.005984201373812834,2006
MKE,medium,72025,0.008859082955456494,2006
MCI,medium,72003,0.008856376953026504,2006
SAT,medium,45785,0.005631560057140932,2006
BNA,medium,68653,0.008444326583005271,2006
MEM,medium,149371,0.01837264949863925,2006
IND,medium,75303,0.009262277317525032,2006
CLE,medium,105170,0.012935921616457612,2006
CMH,medium,55353,0.0068084251139657525,2006
HOU,medium,51932,0.006387641736102279,2006
PIT,medium,91014,0.011194732052869383,2006
BUF,medium,39140,0.004814224323173443,2006
RIC,medium,35295,0.004341288898477431,2006
PVD,medium,34571,0.004252236818508663,2006
BHM,medium,23615,0.0029046476083735523,2006
ALB,medium,27037,0.0033255539863474796,2006
MSY,medium,34666,0.0042639218290018025,2006
ROC,medium,31413,0.003863802469694618,2006
RDU,medium,75909,0.009336815384460215,2006
BDL,medium,45155,0.005554069987554849,2006
MHT,medium,27906,0.003432441082332092,2006
SNA,medium,48118,0.005918519314830345,2006
OGG,medium,31845,0.003916938517410789,2006
DAL,medium,49840,0.006130325505032303,2006
JAX,medium,39806,0.0048961423967358725,2006
PBI,medium,29574,0.0036376052665695294,2006
SJC,medium,54020,0.006615345691612227,2007
SMF,medium,51040,0.006250411775266347,2007
TUS,medium,26553,0.0032517081478966947,2007
RNO,medium,28388,0.0034764241668546443,2007
ANC,medium,41874,0.005127933829888381,2007
ABQ,medium,44764,0.005481846252116433,2007
OKC,medium,28138,0.0034458089054162314,2007
ELP,medium,23121,0.0028314218388701645,2007
TUL,medium,26606,0.0032581985833216383,2007
OMA,medium,31067,0.0038044973084286754,2007
AUS,medium,52840,0.0064708416576229185,2007
MKE,medium,72346,0.008859566816093635,2007
MCI,medium,82587,0.010113690385656774,2007
SAT,medium,47089,0.005766568183493671,2007
BNA,medium,68865,0.008433279915825176,2007
MEM,medium,145818,0.01785702476970588,2007
IND,medium,73735,0.009029665208645456,2007
CLE,medium,102240,0.012520417317853277,2007
CMH,medium,59003,0.00722556908260267,2007
HOU,medium,52779,0.0064633715338319455,2007
PIT,medium,81473,0.009977268780687207,2007
BUF,medium,38829,0.004755039945568514,2007
RIC,medium,34742,0.004254541651573343,2007
PVD,medium,34426,0.004215843961115189,2007
BHM,medium,26200,0.003208479398745656,2007
MSY,medium,42071,0.005152058655901851,2007
RDU,medium,79795,0.00977177914591258,2007
BDL,medium,43541,0.005332076393159718,2007
MHT,medium,28099,0.003441032924631839,2007
SNA,medium,48429,0.005930665984803564,2007
OGG,medium,29036,0.00355577892450301,2007
DAL,medium,54404,0.006662370733181628,2007
JAX,medium,42309,0.00518120438479122,2007
PBI,medium,30078,0.0036833833341783145,2007
SJC,medium,48441,0.006224083983824911,2008
SMF,medium,46803,0.006013620748848234,2008
TUS,medium,25219,0.0032403371934534883,2008
RNO,medium,25827,0.003318457856985735,2008
ANC,medium,38351,0.004927640735403257,2008
ABQ,medium,42390,0.005446603498572242,2008
OKC,medium,26119,0.0033559763335505636,2008
OAK,medium,59823,0.0076865336422525885,2008
ELP,medium,21996,0.002826220583972518,2008
TUL,medium,25262,0.0032458621745914597,2008
OMA,medium,29804,0.003829454368281366,2008
AUS,medium,50816,0.006529242825747748,2008
MKE,medium,67501,0.008673063995214081,2008
MCI,medium,75338,0.009680023929592723,2008
SAT,medium,46837,0.006017989338585235,2008
BNA,medium,64078,0.008233249799044872,2008
MEM,medium,144675,0.01858899177060484,2008
IND,medium,73446,0.009436924759521985,2008
CLE,medium,98501,0.012656189931891116,2008
CMH,medium,53126,0.006826049951996908,2008
HOU,medium,51339,0.006596442014937493,2008
PIT,medium,64999,0.008351587185744212,2008
BUF,medium,38754,0.004979421372580058,2008
RIC,medium,33834,0.004347260740049381,2008
PVD,medium,31137,0.004000728783558479,2008
BHM,medium,26151,0.0033600879474206817,2008
MSY,medium,45137,0.005799559851735204,2008
RDU,medium,72418,0.009304839163944435,2008
BDL,medium,39538,0.005080155912397955,2008
MHT,medium,25437,0.0032683475629436687,2008
SNA,medium,43733,0.0056191627931837665,2008
HNL,medium,44111,0.005667731232024538,2008
OGG,medium,24011,0.0030851237698565253,2008
DAL,medium,53633,0.006891193334251594,2008
JAX,medium,38646,0.00496554467576841,2008
PBI,medium,28273,0.003632739342182897,2008
SJC,medium,41144,0.005707121098357261,2009
SMF,medium,39205,0.005438160671327445,2009
TUS,medium,20092,0.002786979319176407,2009
RNO,medium,20929,0.002903080338992784,2009
ANC,medium,32248,0.0044731489689827176,2009
ABQ,medium,37082,0.005143677439463444,2009
OKC,medium,22806,0.0031634406904806458,2009
OAK,medium,46362,0.0064309145528397655,2009
ELP,medium,22040,0.003057188144268764,2009
OMA,medium,26531,0.003680138777477068,2009
AUS,medium,44092,0.006116040819287584,2009
MKE,medium,65540,0.009091112113220272,2009
MCI,medium,64439,0.008938391416902672,2009
SAT,medium,41491,0.0057552537792130345,2009
BNA,medium,60445,0.008384380098925837,2009
MEM,medium,138676,0.01923587219122573,2009
IND,medium,65119,0.009032714826072489,2009
CLE,medium,85275,0.011828571642582525,2009
CVG,medium,93413,0.01295740091291189,2009
CMH,medium,48947,0.006789482218580907,2009
HOU,medium,49638,0.006885331447604942,2009
PIT,medium,55926,0.00775754556063407,2009
BUF,medium,37452,0.005195000470923491,2009
RIC,medium,30695,0.0042577309477463575,2009
PVD,medium,27496,0.0038139947919607047,2009
BHM,medium,23276,0.0032286348115244897,2009
MSY,medium,41636,0.00577536685910954,2009
RDU,medium,65673,0.009109560662366721,2009
BDL,medium,34140,0.004735589983908149,2009
MHT,medium,21309,0.002955790479411211,2009
SNA,medium,42709,0.005924203650343677,2009
OGG,medium,23595,0.0032728835872968005,2009
DAL,medium,47956,0.006652019720805483,2009
JAX,medium,34228,0.00474779654274189,2009
PBI,medium,24257,0.003364710200341534,2009
SMF,medium,31156,0.004563981287032176,2000
TUS,medium,18481,0.002707245415510388,2000
RNO,medium,29169,0.004272909557113928,2000
ANC,medium,24278,0.003556436567164179,2000
ABQ,medium,34262,0.005018973130578265,2000
OKC,medium,24996,0.003661614977874447,2000
OAK,medium,45231,0.006625800410635266,2000
ELP,medium,24759,0.0036268973130578266,2000
TUL,medium,25484,0.003733101140028501,2000
OMA,medium,21950,0.003215412416560414,2000
AUS,medium,42028,0.006156599227480687,2000
MKE,medium,45221,0.006624335530263256,2000
SAT,medium,38054,0.005574455767644191,2000
BNA,medium,58945,0.00863473735280882,2000
MEM,medium,67700,0.009917240118502963,2000
IND,medium,45175,0.006617597080552014,2000
CMH,medium,43890,0.006429359952748819,2000
HOU,medium,61974,0.009078449617490438,2000
BUF,medium,27496,0.004027835070876772,2000
PVD,medium,29864,0.004374718742968574,2000
BHM,medium,22813,0.0033418315926648165,2000
MSY,medium,53333,0.0078126464880372,2000
RDU,medium,70884,0.010383658028950724,2000
BDL,medium,42273,0.0061924887965949145,2000
MHT,medium,17953,0.0026298997318682966,2000
SNA,medium,40086,0.005872119459236481,2000
OGG,medium,26374,0.0038634754931373286,2000
DAL,medium,54572,0.007994145166129153,2000
JAX,medium,30515,0.004470082455186379,2000
PBI,medium,26099,0.003823191282907073,2000
SMF,medium,31977,0.004812534351595389,2001
TUS,medium,18039,0.0027148671597845083,2001
RNO,medium,24126,0.003630959870112592,2001
ANC,medium,24864,0.0037420287743711966,2001
ABQ,medium,34939,0.005258314967332498,2001
OKC,medium,24435,0.0036774643300257477,2001
OAK,medium,50637,0.007620861930817016,2001
ELP,medium,23078,0.0034732360060705627,2001
TUL,medium,24707,0.003718400294738946,2001
OMA,medium,22087,0.003324090634633873,2001
AUS,medium,42150,0.006343569531843064,2001
MKE,medium,43531,0.006551409852684707,2001
SAT,medium,37095,0.005582792687632703,2001
BNA,medium,59171,0.008905227823693617,2001
MEM,medium,68670,0.010334826091379909,2001
IND,medium,47114,0.007090650887858934,2001
CMH,medium,42767,0.0064364279517991054,2001
HOU,medium,59113,0.008896498831218007,2001
BUF,medium,27830,0.004188411389589382,2001
PVD,medium,31043,0.004671967472764039,2001
BHM,medium,23141,0.003482717497897517,2001
IAD,medium,60033,0.00903495871186559,2001
ALB,medium,19379,0.002916536985945118,2001
MSY,medium,53443,0.008043164566792143,2001
RDU,medium,67077,0.010095079798041215,2001
BDL,medium,39667,0.005969878353964859,2001
MHT,medium,18246,0.0027460206329302144,2001
SNA,medium,40008,0.006021198809726626,2001
OGG,medium,24969,0.0037578312607494534,2001
DAL,medium,51464,0.007745325323529571,2001
JAX,medium,29265,0.004404378703425558,2001
PBI,medium,28654,0.00431242328269113,2001
EUG,small,9565,0.0018785411679400092,1991
GEG,small,23064,0.004529709722673118,1991
GTF,small,6188,0.0012153071350980427,1991
FAT,small,14852,0.0029168942421583916,1991
BIL,small,7427,0.0014586435184830578,1991
ICT,small,10223,0.0020077706596812036,1991
COS,small,7268,0.0014274163312690002,1991
AMA,small,6019,0.0011821159738453649,1991
LBB,small,9009,0.0017693442113927383,1991
MAF,small,7395,0.001452358801559474,1991
MSN,small,8385,0.001646792231382852,1991
GRB,small,7444,0.0014619822743487118,1991
DSM,small,10339,0.0020305527585291958,1991
SHV,small,6064,0.0011909538570191549,1991
FSD,small,5122,0.0010059475025811528,1991
CID,small,6823,0.001340019486550411,1991
BTR,small,8400,0.0016497381924407818,1991
CRP,small,7040,0.0013826377231884648,1991
JAN,small,7787,0.0015293465838733772,1991
CAK,small,5282,0.0010373710871990724,1991
SBN,small,7787,0.0015293465838733772,1991
FWA,small,7184,0.0014109189493445925,1991
AZO,small,5448,0.001069973056240164,1991
TOL,small,5209,0.0010230340767171467,1991
BGR,small,3576,0.0007023171162105043,1991
RIC,small,16639,0.003267856402859782,1991
GRR,small,11089,0.002177850811425694,1991
ABE,small,7915,0.0015544854515677129,1991
LEX,small,7679,0.0015081356642562813,1991
PWM,small,8612,0.0016913744420595253,1991
MDT,small,9318,0.0018300310091860959,1991
ALB,small,13281,0.0026083539206911933,1991
ROA,small,6370,0.001251051462600926,1991
GSP,small,9876,0.0019396207605410906,1991
BTV,small,6311,0.0012394640157730682,1991
CHS,small,10880,0.0021368037540185365,1991
CHA,small,3959,0.0007775373218896494,1991
LAN,small,5316,0.0010440485989303804,1991
CAE,small,9679,0.001900930471980277,1991
MHT,small,5290,0.0010389422664299685,1991
TYS,small,10560,0.002073956584782697,1991
HSV,small,9318,0.0018300310091860959,1991
DET,small,5226,0.0010263728325828007,1991
MYR,small,3338,0.0006555745340913488,1991
MBS,small,3484,0.0006842485550552004,1991
TLH,small,7255,0.0014248631650187942,1991
PNS,small,7922,0.0015558602333947467,1991
FAI,small,4695,0.0009220858111320798,1991
MOB,small,8092,0.0015892477920512863,1991
SAV,small,8969,0.0017614883152382585,1991
AGS,small,3446,0.0006767854537084446,1991
ITO,small,9013,0.0017701298010081865,1991
EUG,small,9988,0.0018959793014033815,1992
GEG,small,24833,0.0047139421297306945,1992
GTF,small,6342,0.0012038747226171653,1992
FAT,small,13174,0.0025007640485270473,1992
BIL,small,7866,0.0014931691214296154,1992
ICT,small,9666,0.0018348554192395962,1992
OMA,small,13059,0.0024789340906114098,1992
COS,small,5744,0.0010903589414558493,1992
AMA,small,6086,0.0011552793380397457,1992
LBB,small,9202,0.0017467762846930233,1992
MAF,small,7186,0.001364087631145845,1992
MSN,small,13342,0.0025326547696559788,1992
GRB,small,9841,0.0018680749204155664,1992
DSM,small,9201,0.0017465864589720178,1992
SHV,small,6104,0.0011586962010178455,1992
FSD,small,5393,0.0010237301133829031,1992
CID,small,8409,0.0015962444879356263,1992
BTR,small,8294,0.0015744145300199887,1992
CRP,small,7419,0.001408317024140137,1992
FAR,small,3185,0.0006045949214026602,1992
JAN,small,7837,0.0014876641755204546,1992
CAK,small,5320,0.0010098728357494985,1992
DAY,small,17370,0.0032972727738663134,1992
SBN,small,11591,0.00220026993217527,1992
FWA,small,8236,0.001563404638201667,1992
AZO,small,6637,0.0012598733103138008,1992
TOL,small,6298,0.0011955223908929212,1992
GSO,small,17963,0.0034098394264226012,1992
BGR,small,5231,0.000992978346580005,1992
RIC,small,18185,0.0034519807364858323,1992
GRR,small,10613,0.002014620377031847,1992
ABE,small,7507,0.001425021687588625,1992
LEX,small,8121,0.0015415746802860293,1992
PWM,small,11549,0.002192297251893037,1992
MDT,small,10222,0.001940398520118679,1992
ALB,small,21041,0.003994122995677668,1992
ROA,small,5590,0.0010611257804209954,1992
GSP,small,6783,0.0012875878655806104,1992
BTV,small,7774,0.0014757051550971054,1992
CHS,small,9263,0.0017583556536743617,1992
CHA,small,3780,0.0007175412254009594,1992
LAN,small,7156,0.0013583928595156786,1992
CAE,small,7454,0.001414960924375331,1992
MHT,small,7384,0.001401673123904943,1992
TYS,small,9706,0.0018424484480798178,1992
HSV,small,9682,0.0018378926307756848,1992
DET,small,3700,0.0007023551677205157,1992
MYR,small,2329,0.00044210410422191384,1992
MBS,small,3311,0.0006285129622493589,1992
TLH,small,7280,0.0013819312489203662,1992
PNS,small,8734,0.0016579378472624284,1992
FAI,small,5474,0.0010391059967843523,1992
MOB,small,7890,0.0014977249387337485,1992
SAV,small,8955,0.0016998893316046537,1992
AGS,small,3670,0.0006966603960903494,1992
ITO,small,9823,0.0018646580574374666,1992
JNU,small,3209,0.0006091507387067933,1992
EUG,small,9104,0.0016965298659323983,1993
GTF,small,6074,0.0011318895436811716,1993
FAT,small,7777,0.0014492434937781482,1993
BIL,small,7298,0.0013599818718777067,1993
ICT,small,9759,0.0018185890775081583,1993
OMA,small,13017,0.0024257171863842296,1993
COS,small,6385,0.0011898443754369905,1993
AMA,small,6390,0.0011907761251436757,1993
MSO,small,6195,0.0011544378865829532,1993
LBB,small,9518,0.001773678741645932,1993
MAF,small,9328,0.0017382722527918947,1993
MSN,small,11586,0.0021590504203309276,1993
GRB,small,8382,0.0015619852082870563,1993
DSM,small,8476,0.001579502102772738,1993
SHV,small,6779,0.0012632662523237837,1993
SGF,small,7146,0.0013316566807944769,1993
FSD,small,5190,0.0009671561955392296,1993
CID,small,7214,0.0013443284768053954,1993
BTR,small,6927,0.0012908460436416654,1993
CRP,small,7952,0.0014818547335121298,1993
JAN,small,8154,0.0015194974216622117,1993
DAY,small,15956,0.002973399663973786,1993
SBN,small,9910,0.0018467279186500513,1993
FWA,small,7196,0.0013409741778613287,1993
AZO,small,6031,0.001123876496203679,1993
TOL,small,4602,0.000857582430033051,1993
BGR,small,5867,0.0010933151058244047,1993
SYR,small,21073,0.003926952313795412,1993
RIC,small,16331,0.0030432808919751753,1993
GRR,small,10578,0.001971209679463193,1993
ABE,small,6547,0.0012200330659335908,1993
LEX,small,8248,0.0015370143161478932,1993
PWM,small,11633,0.0021678088675737687,1993
MDT,small,8912,0.0016607506771956868,1993
ALB,small,19747,0.0036798522915824985,1993
GSP,small,7578,0.0014121598554520775,1993
BTV,small,7135,0.0013296068314397696,1993
CHS,small,9248,0.0017233642574849318,1993
CHA,small,4175,0.0007780110050821356,1993
LAN,small,5648,0.0010525044686715932,1993
CAE,small,6481,0.0012077339698053464,1993
MHT,small,7586,0.0014136506549827738,1993
TYS,small,9632,0.0017949226349583546,1993
HSV,small,8392,0.0015638487077004268,1993
DET,small,3191,0.0005946426628064897,1993
MYR,small,3843,0.0007161428245582389,1993
MBS,small,3462,0.0006451434969088272,1993
TLH,small,6663,0.0012416496591286872,1993
PNS,small,7116,0.0013260661825543658,1993
FAI,small,5004,0.0009324951064505405,1993
MOB,small,7959,0.0014831591831014892,1993
SAV,small,7149,0.001332215730618488,1993
AGS,small,4044,0.0007535991627669836,1993
ITO,small,9266,0.0017267185564289985,1993
EUG,small,6774,0.0011988480864444863,1994
FAT,small,6387,0.0011303576510364533,1994
BIL,small,6501,0.0011505331281333932,1994
ICT,small,10308,0.0018242878764496257,1994
OMA,small,15772,0.0027912949541485737,1994
COS,small,7102,0.0012568968275655065,1994
AMA,small,6421,0.001136374898591681,1994
LBB,small,10401,0.0018407468182918662,1994
MAF,small,10098,0.001787122523902631,1994
MSN,small,10763,0.0019048128069681142,1994
GRB,small,6946,0.0012292882799591676,1994
DSM,small,8298,0.001468562359214105,1994
SHV,small,7395,0.0013087513432620277,1994
SGF,small,8227,0.0014559969304958353,1994
CID,small,7433,0.0013154765022943412,1994
BTR,small,5605,0.0009919609572662158,1994
CRP,small,8752,0.0015489103118633222,1994
JAN,small,8726,0.0015443088872622657,1994
SBN,small,10546,0.0018664086093362197,1994
FWA,small,7089,0.0012545961152649783,1994
AZO,small,5708,0.0010101896778011703,1994
BGR,small,5269,0.0009324963931910242,1994
SYR,small,19519,0.003454431030308522,1994
RIC,small,16199,0.002866864504327463,1994
GRR,small,11862,0.0020993114852973865,1994
ABE,small,7349,0.0013006103612755431,1994
LEX,small,8005,0.0014167078435175838,1994
PWM,small,11157,0.0019745420874610472,1994
MDT,small,8479,0.001500595353552229,1994
ALB,small,18004,0.003186309558362346,1994
ROA,small,6163,0.0010907146083196588,1994
GSP,small,12450,0.0022033744724289715,1994
BTV,small,6813,0.001205750223346071,1994
CHS,small,12368,0.0021888622871487164,1994
CHA,small,4280,0.0007574652804816063,1994
CAE,small,6759,0.0011961934184054153,1994
MHT,small,8019,0.0014191855336873835,1994
TYS,small,10064,0.0017811052763474034,1994
HSV,small,7745,0.001370693597507019,1994
MYR,small,5560,0.0009839969531490027,1994
MBS,small,3932,0.000695876981975158,1994
TLH,small,7473,0.0013225556170651973,1994
PNS,small,8032,0.0014214862459879117,1994
FAI,small,5259,0.0009307266144983102,1994
MOB,small,8714,0.0015421851528310089,1994
SAV,small,7717,0.0013657382171674197,1994
AVL,small,4963,0.0008783411651939749,1994
ITO,small,9484,0.0016784581121699893,1994
JNU,small,3122,0.0005525249078653212,1994
EUG,small,7062,0.0011629304794165257,1995
BIL,small,6492,0.0010690660821823965,1995
ICT,small,12145,0.0019999703586114,1995
AMA,small,5749,0.0009467130170158038,1995
LBB,small,10736,0.001767944155623877,1995
MAF,small,9400,0.0015479391824575676,1995
MSN,small,10854,0.001787375732595153,1995
GRB,small,6791,0.0011183037221350362,1995
DSM,small,10254,0.0016885711039276486,1995
SHV,small,11216,0.0018469878585578806,1995
CID,small,7613,0.0012536660634095173,1995
BTR,small,8813,0.001451275320744526,1995
CRP,small,10533,0.001734515256258038,1995
JAN,small,10500,0.0017290810016813254,1995
DAY,small,18324,0.0030174933595055816,1995
SBN,small,10148,0.0016711156195297228,1995
FWA,small,8219,0.0013534587383636964,1995
BGR,small,8666,0.0014270681867209873,1995
SYR,small,19122,0.003148903515633362,1995
RIC,small,17228,0.002837010237806274,1995
GRR,small,14501,0.002387943200512467,1995
ABE,small,8190,0.0013486831813114338,1995
PVD,small,19367,0.0031892487390059268,1995
LEX,small,8479,0.0013962740774529484,1995
PWM,small,13542,0.0022300204690255724,1995
MDT,small,9904,0.0016309350705382712,1995
ALB,small,18729,0.003084186483856147,1995
GSP,small,9826,0.0016180904688114957,1995
BTV,small,9569,0.0015757691528655812,1995
CHS,small,9043,0.0014891504284004025,1995
CAE,small,8511,0.0014015436576485486,1995
MHT,small,10351,0.0017045445188955618,1995
TYS,small,10009,0.0016482258805550845,1995
HSV,small,7246,0.0011932305655412271,1995
MYR,small,6431,0.0010590209449345338,1995
MBS,small,4431,0.0007296721827095193,1995
TLH,small,12197,0.0020085334264292503,1995
PNS,small,13760,0.002265919484108099,1995
FAI,small,4294,0.0007071117924971059,1995
MOB,small,7277,0.0011983354713557147,1995
SAV,small,6905,0.0011370766015818621,1995
AVL,small,4696,0.0007733108937043338,1995
ITO,small,9552,0.0015729696883866686,1995
JNU,small,2881,0.0004744268919851332,1995
EUG,small,8322,0.0013415576415990555,1996
FAT,small,8810,0.0014202262463936168,1996
BIL,small,5665,0.0009132328814778478,1996
ICT,small,13011,0.002097453313487781,1996
AMA,small,7973,0.0012852966926783548,1996
LBB,small,12784,0.0020608595157657205,1996
MAF,small,10127,0.0016325347556445126,1996
MSN,small,10937,0.0017631117431108952,1996
GRB,small,6699,0.0010799200481941928,1996
DSM,small,11044,0.001780360801949047,1996
SHV,small,9646,0.0015549945939515128,1996
SGF,small,7017,0.0011311836062365503,1996
FSD,small,3797,0.0006120997795183386,1996
CID,small,6834,0.00110168287943859,1996
BTR,small,10025,0.0016160917275931904,1996
CRP,small,11010,0.0017748797925986061,1996
JAN,small,10573,0.001704432701829706,1996
DAY,small,17280,0.002785642399282826,1996
SBN,small,11319,0.0018246924952246707,1996
FWA,small,8511,0.0013720256053412114,1996
BGR,small,7279,0.0011734196194664174,1996
SYR,small,16041,0.0025859079703064707,1996
RIC,small,17136,0.0027624287126221357,1996
GRR,small,15036,0.002423895782153737,1996
ABE,small,8479,0.0013668670083055025,1996
PVD,small,17788,0.002867535127224705,1996
LEX,small,9332,0.0015043758605386187,1996
PWM,small,9195,0.0014822906169794899,1996
MDT,small,10398,0.0016762216242906729,1996
ALB,small,15316,0.00246903350621619,1996
ROC,small,19764,0.0031860784941797325,1996
GSP,small,10232,0.0016494614021679327,1996
BTV,small,6350,0.0010236590992734923,1996
CHS,small,8463,0.001364287709787648,1996
CAE,small,8698,0.0014021711567686354,1996
MHT,small,7229,0.001165359311598122,1996
TYS,small,9549,0.00153935759668702,1996
HSV,small,5795,0.0009341896819354153,1996
MYR,small,6928,0.001116836258230985,1996
MBS,small,7114,0.001146820603501043,1996
TLH,small,8896,0.0014340899759270845,1996
PNS,small,12370,0.001994120166616236,1996
FAI,small,4353,0.0007017304030137813,1996
MOB,small,5623,0.0009064622228684798,1996
SAV,small,6583,0.0010612201339397478,1996
ITO,small,9501,0.0015316197011334565,1996
EUG,small,8099,0.0013046422648035577,1997
ICT,small,10738,0.0017297504185035935,1997
AMA,small,8677,0.0013977504545870443,1997
MSO,small,4572,0.0007364890029240482,1997
LBB,small,12376,0.0019936106518346503,1997
MAF,small,10055,0.0016197281111988856,1997
MSN,small,11091,0.001786614070741605,1997
GRB,small,6819,0.00109845111787819,1997
DSM,small,10495,0.0016906063179544808,1997
SHV,small,8175,0.0013168848641522516,1997
FSD,small,3978,0.0006408034238039947,1997
CID,small,7504,0.0012087955988499689,1997
BTR,small,8513,0.0013713322138872316,1997
CRP,small,10904,0.001756490832870477,1997
JAN,small,9833,0.0015839668341540171,1997
DAY,small,17239,0.0027769759233175124,1997
SBN,small,12187,0.0019631652402964514,1997
FWA,small,8814,0.0014198193507814,1997
TOL,small,7127,0.0011480658626071066,1997
GSO,small,18417,0.002966736213222265,1997
SYR,small,14634,0.002357344721957682,1997
RIC,small,17803,0.0028678288974315026,1997
GRR,small,16007,0.002578516944401846,1997
ABE,small,8351,0.0013452361468544896,1997
LEX,small,10160,0.001636642228720107,1997
PWM,small,8203,0.001321395295491244,1997
MDT,small,10190,0.0016414748337261703,1997
ALB,small,14193,0.0022863054283685513,1997
ROC,small,18599,0.0029960540169257158,1997
GSP,small,9774,0.0015744627109754259,1997
BTV,small,4863,0.0007833652714828623,1997
CHS,small,8252,0.0013292885503344808,1997
LAN,small,6375,0.001026928563788453,1997
CAE,small,7302,0.0011762560584758094,1997
MHT,small,7108,0.0011450052127699331,1997
TYS,small,9935,0.0016003976911746322,1997
HSV,small,5988,0.0009645879592102363,1997
MYR,small,6846,0.001102800462383647,1997
MBS,small,6699,0.0010791206978539368,1997
PNS,small,9257,0.0014911808180376016,1997
FAI,small,4279,0.0006892905606981632,1997
MOB,small,6128,0.0009871401159051985,1997
SAV,small,6730,0.0010841143896935354,1997
ITO,small,9411,0.0015159881904020598,1997
EUG,small,10457,0.0012317165419402016,2005
MFR,small,12135,0.0014293659975561199,2005
GEG,small,22483,0.0026482435700909963,2005
FAT,small,16692,0.001966129149666811,2005
BIL,small,8584,0.0010110982878468672,2005
ICT,small,17689,0.0020835644936769843,2005
COS,small,16201,0.001908294892987779,2005
AMA,small,8297,0.0009772929280365164,2005
LBB,small,12277,0.0014460919943960844,2005
MAF,small,8534,0.0010052088523398374,2005
MSN,small,16865,0.001986506596521134,2005
GRB,small,11673,0.001374947613471165,2005
DSM,small,21732,0.00255978424877541,2005
LIT,small,24260,0.0028575541080108338,2005
SHV,small,12044,0.0014186472249333257,2005
SGF,small,12526,0.0014754213832210924,2005
CID,small,13751,0.0016197125531433212,2005
BTR,small,10886,0.0012822478985905167,2005
SBA,small,14508,0.0017088786067197517,2005
CRP,small,9408,0.0011081561850027175,2005
JAN,small,14229,0.0016760155565905257,2005
CAK,small,15056,0.0017734268198767978,2005
DAY,small,32700,0.003851690821597455,2005
SBN,small,12409,0.001461640104134643,2005
FWA,small,14866,0.0017510469649500847,2005
GSO,small,35648,0.004198931939091929,2005
FNT,small,12101,0.0014253611814113397,2005
SYR,small,29002,0.003416108171497535,2005
GRR,small,23108,0.0027218615139288685,2005
ABE,small,15205,0.0017909773376877463,2005
LEX,small,15370,0.0018104124748609446,2005
ACY,small,4775,0.0005624410909213409,2005
PWM,small,18338,0.0021600093665582304,2005
MDT,small,19569,0.0023050072687413026,2005
ROA,small,12624,0.0014869646768148708,2005
GSP,small,25182,0.0029661552987604624,2005
BTV,small,17444,0.0020547062596925386,2005
CRW,small,13093,0.0015422075818708099,2005
CHS,small,24020,0.002829284817577091,2005
LAN,small,7746,0.0009123913487490485,2005
CAE,small,23464,0.0027637942947389203,2005
ILM,small,7417,0.0008736388631127929,2005
TYS,small,26420,0.0031119777219145188,2005
HSV,small,17398,0.002049287979026071,2005
MYR,small,13162,0.0015503350028705108,2005
TLH,small,16046,0.0018900376429159867,2005
PNS,small,16886,0.0019889801594340866,2005
GPT,small,6299,0.0007419510851756077,2005
FAI,small,7359,0.0008668071179246383,2005
MOB,small,6800,0.0008009632289560458,2005
