id,airport,latitude,longitude,crs_dep_time,dep_time,cancelled,diverted
4038,"SEA",47.44898194,-122.3093131,"2120","",1.00,0.00
4039,"PHX",33.43416667,-112.0080556,"1730","",1.00,0.00
4039,"SLC",40.78838778,-111.9777731,"1730","",1.00,0.00
4040,"SLC",40.78838778,-111.9777731,"2025","",1.00,0.00
4040,"GEG",47.61985556,-117.5338425,"2025","",1.00,0.00
4041,"LAX",33.94253611,-118.4080744,"1730","",1.00,0.00
4041,"PHX",33.43416667,-112.0080556,"1730","",1.00,0.00
4042,"BOI",43.56444444,-116.2227778,"1005","",1.00,0.00
4042,"SLC",40.78838778,-111.9777731,"1005","",1.00,0.00
4043,"PDX",45.58872222,-122.5975,"0740","",1.00,0.00
4043,"BOI",43.56444444,-116.2227778,"0740","",1.00,0.00
4044,"RNO",39.49857611,-119.7680647,"2020","",1.00,0.00
4044,"SJC",37.36186194,-121.9290089,"2020","",1.00,0.00
4045,"SJC",37.36186194,-121.9290089,"2135","",1.00,0.00
4045,"PHX",33.43416667,-112.0080556,"2135","",1.00,0.00
4046,"PDX",45.58872222,-122.5975,"1950","",1.00,0.00
4046,"SMF",38.69542167,-121.5907669,"1950","",1.00,0.00
4047,"SMF",38.69542167,-121.5907669,"2140","",1.00,0.00
4047,"ONT",34.056,-117.6011944,"2140","",1.00,0.00
4048,"BWI",39.17540167,-76.66819833,"0640","0640",0.00,0.00
4048,"STL",38.74768694,-90.35998972,"0640","0640",0.00,0.00
4049,"STL",38.74768694,-90.35998972,"0820","0820",0.00,0.00
4049,"LIT",34.72939611,-92.22424556,"0820","0820",0.00,0.00
4050,"HOU",29.64541861,-95.27888889,"1655","",1.00,0.00
4050,"SAT",29.53369444,-98.46977778,"1655","",1.00,0.00
4051,"OMA",41.30251861,-95.89417306,"1300","",1.00,0.00
4051,"STL",38.74768694,-90.35998972,"1300","",1.00,0.00
4052,"STL",38.74768694,-90.35998972,"1430","",1.00,0.00
4052,"HOU",29.64541861,-95.27888889,"1430","",1.00,0.00
4053,"MCO",28.42888889,-81.31602778,"1930","",1.00,0.00
4053,"STL",38.74768694,-90.35998972,"1930","",1.00,0.00
4054,"PBI",26.68316194,-80.09559417,"1815","",1.00,0.00
4054,"MCO",28.42888889,-81.31602778,"1815","",1.00,0.00
4055,"STL",38.74768694,-90.35998972,"2115","",1.00,0.00
4055,"MCI",39.29760528,-94.71390556,"2115","",1.00,0.00
4056,"AUS",30.19453278,-97.66987194,"1550","",1.00,0.00
4056,"DAL",32.84711389,-96.85177222,"1550","",1.00,0.00
4057,"DAL",32.84711389,-96.85177222,"1715","",1.00,0.00
4057,"OKC",35.39308833,-97.60073389,"1715","",1.00,0.00
4058,"BWI",39.17540167,-76.66819833,"1545","",1.00,0.00
4058,"CLE",41.41089417,-81.84939667,"1545","",1.00,0.00
4059,"CLE",41.41089417,-81.84939667,"1725","",1.00,0.00
4059,"MDW",41.7859825,-87.75242444,"1725","",1.00,0.00
4060,"PHX",33.43416667,-112.0080556,"1500","",1.00,0.00
4060,"OAK",37.72129083,-122.2207167,"1500","",1.00,0.00
4061,"BWI",39.17540167,-76.66819833,"0800","0800",0.00,0.00
4061,"MCO",28.42888889,-81.31602778,"0800","0800",0.00,0.00
4062,"DAL",32.84711389,-96.85177222,"0635","0635",0.00,0.00
4062,"AUS",30.19453278,-97.66987194,"0635","0635",0.00,0.00
4063,"DAL",32.84711389,-96.85177222,"1235","",1.00,0.00
4063,"AUS",30.19453278,-97.66987194,"1235","",1.00,0.00
4064,"SNA",33.67565861,-117.8682225,"1830","",1.00,0.00
4064,"PHX",33.43416667,-112.0080556,"1830","",1.00,0.00
4065,"AMA",35.2193725,-101.7059272,"1820","",1.00,0.00
4065,"DAL",32.84711389,-96.85177222,"1820","",1.00,0.00
4066,"HOU",29.64541861,-95.27888889,"0645","0645",0.00,0.00
4066,"STL",38.74768694,-90.35998972,"0645","0645",0.00,0.00
4067,"STL",38.74768694,-90.35998972,"0910","",1.00,0.00
4067,"MDW",41.7859825,-87.75242444,"0910","",1.00,0.00
4068,"BNA",36.12447667,-86.67818222,"1140","",1.00,0.00
4068,"RDU",35.87763889,-78.78747222,"1140","",1.00,0.00
4069,"BWI",39.17540167,-76.66819833,"1600","",1.00,0.00
4069,"PVD",41.72399917,-71.42822111,"1600","",1.00,0.00
4070,"HOU",29.64541861,-95.27888889,"0925","",1.00,0.00
4070,"BNA",36.12447667,-86.67818222,"0925","",1.00,0.00
4071,"RDU",35.87763889,-78.78747222,"1430","",1.00,0.00
4071,"BWI",39.17540167,-76.66819833,"1430","",1.00,0.00
4072,"CMH",39.99798528,-82.89188278,"0715","0710",0.00,0.00
4072,"MDW",41.7859825,-87.75242444,"0715","0710",0.00,0.00
4073,"MCI",39.29760528,-94.71390556,"0930","",1.00,0.00
4073,"TUL",36.19837222,-95.88824167,"0930","",1.00,0.00
4074,"MDW",41.7859825,-87.75242444,"0745","0745",0.00,0.00
4074,"MCI",39.29760528,-94.71390556,"0745","0745",0.00,0.00
4075,"TUL",36.19837222,-95.88824167,"1045","",1.00,0.00
4075,"HOU",29.64541861,-95.27888889,"1045","",1.00,0.00
4076,"HOU",29.64541861,-95.27888889,"1615","",1.00,0.00
4076,"AUS",30.19453278,-97.66987194,"1615","",1.00,0.00
4077,"MDW",41.7859825,-87.75242444,"0850","",1.00,0.00
4077,"ISP",40.7952425,-73.10021194,"0850","",1.00,0.00
4078,"PBI",26.68316194,-80.09559417,"1705","",1.00,0.00
4078,"TPA",27.97547222,-82.53325,"1705","",1.00,0.00
4079,"PVD",41.72399917,-71.42822111,"1850","",1.00,0.00
4079,"MCO",28.42888889,-81.31602778,"1850","",1.00,0.00
4080,"LAS",36.08036111,-115.1523333,"1540","",1.00,0.00
4080,"ALB",42.74811944,-73.80297861,"1540","",1.00,0.00
4081,"ABQ",35.04022222,-106.6091944,"1755","",1.00,0.00
4081,"ELP",31.80666667,-106.3778056,"1755","",1.00,0.00
4082,"BUR",34.20061917,-118.3584969,"1335","",1.00,0.00
4082,"LAS",36.08036111,-115.1523333,"1335","",1.00,0.00
4083,"LAS",36.08036111,-115.1523333,"1500","",1.00,0.00
4083,"ABQ",35.04022222,-106.6091944,"1500","",1.00,0.00
4084,"ABQ",35.04022222,-106.6091944,"1520","",1.00,0.00
4084,"LAS",36.08036111,-115.1523333,"1520","",1.00,0.00
4085,"LAS",36.08036111,-115.1523333,"1610","",1.00,0.00
4085,"SMF",38.69542167,-121.5907669,"1610","",1.00,0.00
4086,"SMF",38.69542167,-121.5907669,"1800","",1.00,0.00
4086,"PDX",45.58872222,-122.5975,"1800","",1.00,0.00
4087,"ABQ",35.04022222,-106.6091944,"1515","",1.00,0.00
4087,"PHX",33.43416667,-112.0080556,"1515","",1.00,0.00
4088,"BOI",43.56444444,-116.2227778,"2025","",1.00,0.00
4088,"SEA",47.44898194,-122.3093131,"2025","",1.00,0.00
4089,"LAS",36.08036111,-115.1523333,"1725","",1.00,0.00
4089,"BOI",43.56444444,-116.2227778,"1725","",1.00,0.00
4090,"PHX",33.43416667,-112.0080556,"1555","",1.00,0.00
4090,"LAS",36.08036111,-115.1523333,"1555","",1.00,0.00
4091,"LAS",36.08036111,-115.1523333,"2015","",1.00,0.00
4091,"SEA",47.44898194,-122.3093131,"2015","",1.00,0.00
4092,"TUS",32.11608333,-110.9410278,"1830","",1.00,0.00
4092,"LAS",36.08036111,-115.1523333,"1830","",1.00,0.00
4093,"LAS",36.08036111,-115.1523333,"2045","",1.00,0.00
4093,"PHX",33.43416667,-112.0080556,"2045","",1.00,0.00
4094,"ABQ",35.04022222,-106.6091944,"1025","",1.00,0.00
4094,"MCO",28.42888889,-81.31602778,"1025","",1.00,0.00
4095,"LAX",33.94253611,-118.4080744,"0710","",1.00,0.00
4095,"ABQ",35.04022222,-106.6091944,"0710","",1.00,0.00
4096,"ABQ",35.04022222,-106.6091944,"0900","",1.00,0.00
4096,"SAN",32.73355611,-117.1896567,"0900","",1.00,0.00
4097,"MCI",39.29760528,-94.71390556,"0740","0740",0.00,0.00
4097,"ABQ",35.04022222,-106.6091944,"0740","0740",0.00,0.00
4098,"MDW",41.7859825,-87.75242444,"0600","0600",0.00,0.00
4098,"MCI",39.29760528,-94.71390556,"0600","0600",0.00,0.00
4099,"SAN",32.73355611,-117.1896567,"1015","",1.00,0.00
4099,"SMF",38.69542167,-121.5907669,"1015","",1.00,0.00
4100,"OMA",41.30251861,-95.89417306,"1425","",1.00,0.00
4100,"MDW",41.7859825,-87.75242444,"1425","",1.00,0.00
4101,"MDW",41.7859825,-87.75242444,"0745","0745",0.00,1.00
4101,"TPA",27.97547222,-82.53325,"0745","0745",0.00,1.00
4102,"PHX",33.43416667,-112.0080556,"1340","",1.00,0.00
4102,"SAT",29.53369444,-98.46977778,"1340","",1.00,0.00
4103,"SAT",29.53369444,-98.46977778,"1810","",1.00,0.00
4103,"TPA",27.97547222,-82.53325,"1810","",1.00,0.00
4104,"TPA",27.97547222,-82.53325,"2200","",1.00,0.00
4104,"FLL",26.07258333,-80.15275,"2200","",1.00,0.00
4105,"MDW",41.7859825,-87.75242444,"0855","",1.00,0.00
4105,"BDL",41.93887417,-72.68322833,"0855","",1.00,0.00
4106,"OMA",41.30251861,-95.89417306,"0700","0700",0.00,0.00
4106,"MDW",41.7859825,-87.75242444,"0700","0700",0.00,0.00
4107,"MSY",29.99338889,-90.25802778,"0700","0700",0.00,0.00
4107,"HOU",29.64541861,-95.27888889,"0700","0700",0.00,0.00
4108,"BHM",33.56294306,-86.75354972,"0925","",1.00,0.00
4108,"BWI",39.17540167,-76.66819833,"0925","",1.00,0.00
4109,"MSY",29.99338889,-90.25802778,"0805","0810",0.00,0.00
4109,"BHM",33.56294306,-86.75354972,"0805","0810",0.00,0.00
4110,"OAK",37.72129083,-122.2207167,"0830","",1.00,0.00
4110,"LAX",33.94253611,-118.4080744,"0830","",1.00,0.00
4111,"OAK",37.72129083,-122.2207167,"0905","",1.00,0.00
4111,"SNA",33.67565861,-117.8682225,"0905","",1.00,0.00
4112,"BUR",34.20061917,-118.3584969,"0800","",1.00,0.00
4112,"OAK",37.72129083,-122.2207167,"0800","",1.00,0.00
4113,"OAK",37.72129083,-122.2207167,"0930","",1.00,0.00
4113,"SEA",47.44898194,-122.3093131,"0930","",1.00,0.00
4114,"SEA",47.44898194,-122.3093131,"1145","",1.00,0.00
4114,"GEG",47.61985556,-117.5338425,"1145","",1.00,0.00
4115,"OAK",37.72129083,-122.2207167,"1435","",1.00,0.00
4115,"BUR",34.20061917,-118.3584969,"1435","",1.00,0.00
4116,"LAS",36.08036111,-115.1523333,"2055","",1.00,0.00
4116,"RNO",39.49857611,-119.7680647,"2055","",1.00,0.00
4117,"PBI",26.68316194,-80.09559417,"1515","",1.00,0.00
4117,"TPA",27.97547222,-82.53325,"1515","",1.00,0.00
4118,"PHX",33.43416667,-112.0080556,"1920","",1.00,0.00
4118,"LAS",36.08036111,-115.1523333,"1920","",1.00,0.00
4119,"SAT",29.53369444,-98.46977778,"1840","",1.00,0.00
4119,"PHX",33.43416667,-112.0080556,"1840","",1.00,0.00
4120,"TPA",27.97547222,-82.53325,"1640","",1.00,0.00
4120,"SAT",29.53369444,-98.46977778,"1640","",1.00,0.00
4121,"OAK",37.72129083,-122.2207167,"1915","",1.00,0.00
4121,"RNO",39.49857611,-119.7680647,"1915","",1.00,0.00
4122,"PHX",33.43416667,-112.0080556,"1700","",1.00,0.00
4122,"OAK",37.72129083,-122.2207167,"1700","",1.00,0.00
4123,"PHX",33.43416667,-112.0080556,"0545","0545",0.00,0.00
4123,"ELP",31.80666667,-106.3778056,"0545","0545",0.00,0.00
4124,"ABQ",35.04022222,-106.6091944,"0950","",1.00,0.00
4124,"LBB",33.66363889,-101.8227778,"0950","",1.00,0.00
4125,"PHX",33.43416667,-112.0080556,"0720","",1.00,0.00
4125,"ABQ",35.04022222,-106.6091944,"0720","",1.00,0.00
4126,"PHX",33.43416667,-112.0080556,"0745","",1.00,0.00
4126,"TPA",27.97547222,-82.53325,"0745","",1.00,0.00
4127,"MCO",28.42888889,-81.31602778,"1105","",1.00,0.00
4127,"PHX",33.43416667,-112.0080556,"1105","",1.00,0.00
4128,"PHX",33.43416667,-112.0080556,"1255","",1.00,0.00
4128,"PDX",45.58872222,-122.5975,"1255","",1.00,0.00
4129,"ELP",31.80666667,-106.3778056,"2000","",1.00,0.00
4129,"SAT",29.53369444,-98.46977778,"2000","",1.00,0.00
4130,"ONT",34.056,-117.6011944,"0905","",1.00,0.00
4130,"OAK",37.72129083,-122.2207167,"0905","",1.00,0.00
4131,"PHX",33.43416667,-112.0080556,"0730","",1.00,0.00
4131,"ONT",34.056,-117.6011944,"0730","",1.00,0.00
4132,"SAN",32.73355611,-117.1896567,"1540","",1.00,0.00
4132,"OAK",37.72129083,-122.2207167,"1540","",1.00,0.00
4133,"ELP",31.80666667,-106.3778056,"1510","",1.00,0.00
4133,"LAS",36.08036111,-115.1523333,"1510","",1.00,0.00
4134,"SAT",29.53369444,-98.46977778,"1420","",1.00,0.00
4134,"ELP",31.80666667,-106.3778056,"1420","",1.00,0.00
4135,"STL",38.74768694,-90.35998972,"0850","",1.00,0.00
4135,"SDF",38.17438889,-85.736,"0850","",1.00,0.00
4136,"LAS",36.08036111,-115.1523333,"1205","",1.00,0.00
4136,"SAT",29.53369444,-98.46977778,"1205","",1.00,0.00
4137,"SAT",29.53369444,-98.46977778,"1705","",1.00,0.00
4137,"HOU",29.64541861,-95.27888889,"1705","",1.00,0.00
4138,"SMF",38.69542167,-121.5907669,"1020","",1.00,0.00
4138,"LAS",36.08036111,-115.1523333,"1020","",1.00,0.00
4139,"BWI",39.17540167,-76.66819833,"1715","",1.00,0.00
4139,"ISP",40.7952425,-73.10021194,"1715","",1.00,0.00
4140,"MCI",39.29760528,-94.71390556,"1315","",1.00,0.00
4140,"BWI",39.17540167,-76.66819833,"1315","",1.00,0.00
4141,"OAK",37.72129083,-122.2207167,"0725","",1.00,0.00
4141,"MCI",39.29760528,-94.71390556,"0725","",1.00,0.00
4142,"BWI",39.17540167,-76.66819833,"0825","0830",0.00,0.00
4142,"JAN",32.31116667,-90.07588889,"0825","0830",0.00,0.00
4143,"HOU",29.64541861,-95.27888889,"1155","",1.00,0.00
4143,"LAS",36.08036111,-115.1523333,"1155","",1.00,0.00
4144,"JAN",32.31116667,-90.07588889,"1010","",1.00,0.00
4144,"HOU",29.64541861,-95.27888889,"1010","",1.00,0.00
4145,"LAS",36.08036111,-115.1523333,"1320","",1.00,0.00
4145,"LAX",33.94253611,-118.4080744,"1320","",1.00,0.00
4146,"AUS",30.19453278,-97.66987194,"2215","",1.00,0.00
4146,"ELP",31.80666667,-106.3778056,"2215","",1.00,0.00
4147,"CMH",39.99798528,-82.89188278,"1800","",1.00,0.00
4147,"STL",38.74768694,-90.35998972,"1800","",1.00,0.00
4148,"HOU",29.64541861,-95.27888889,"2110","",1.00,0.00
4148,"AUS",30.19453278,-97.66987194,"2110","",1.00,0.00
4149,"STL",38.74768694,-90.35998972,"1850","",1.00,0.00
4149,"HOU",29.64541861,-95.27888889,"1850","",1.00,0.00
4150,"LAS",36.08036111,-115.1523333,"0600","0600",0.00,0.00
4150,"LAX",33.94253611,-118.4080744,"0600","0600",0.00,0.00
4151,"LAX",33.94253611,-118.4080744,"0730","",1.00,0.00
4151,"OAK",37.72129083,-122.2207167,"0730","",1.00,0.00
4152,"LAX",33.94253611,-118.4080744,"2000","",1.00,0.00
4152,"PHX",33.43416667,-112.0080556,"2000","",1.00,0.00
4153,"LAX",33.94253611,-118.4080744,"1930","",1.00,0.00
4153,"SJC",37.36186194,-121.9290089,"1930","",1.00,0.00
4154,"SJC",37.36186194,-121.9290089,"2055","",1.00,0.00
4154,"PDX",45.58872222,-122.5975,"2055","",1.00,0.00
4155,"TUS",32.11608333,-110.9410278,"1740","",1.00,0.00
4155,"LAX",33.94253611,-118.4080744,"1740","",1.00,0.00
4156,"OAK",37.72129083,-122.2207167,"1930","",1.00,0.00
4156,"LAX",33.94253611,-118.4080744,"1930","",1.00,0.00
4157,"LAS",36.08036111,-115.1523333,"1120","",1.00,0.00
4157,"SMF",38.69542167,-121.5907669,"1120","",1.00,0.00
4158,"MCI",39.29760528,-94.71390556,"1000","",1.00,0.00
4158,"LAS",36.08036111,-115.1523333,"1000","",1.00,0.00
4159,"MDW",41.7859825,-87.75242444,"0815","",1.00,0.00
4159,"MCI",39.29760528,-94.71390556,"0815","",1.00,0.00
4160,"MHT",42.93451639,-71.43705583,"0625","0625",0.00,0.00
4160,"MDW",41.7859825,-87.75242444,"0625","0625",0.00,0.00
4161,"LAX",33.94253611,-118.4080744,"1025","",1.00,0.00
4161,"MCI",39.29760528,-94.71390556,"1025","",1.00,0.00
4162,"MCI",39.29760528,-94.71390556,"1605","",1.00,0.00
4162,"MDW",41.7859825,-87.75242444,"1605","",1.00,0.00
4163,"MDW",41.7859825,-87.75242444,"1755","",1.00,0.00
4163,"ISP",40.7952425,-73.10021194,"1755","",1.00,0.00
4164,"STL",38.74768694,-90.35998972,"1150","",1.00,0.00
4164,"DTW",42.21205889,-83.34883583,"1150","",1.00,0.00
4165,"LAS",36.08036111,-115.1523333,"0530","0530",0.00,0.00
4165,"LAX",33.94253611,-118.4080744,"0530","0530",0.00,0.00
4166,"LAX",33.94253611,-118.4080744,"0700","",1.00,0.00
4166,"OAK",37.72129083,-122.2207167,"0700","",1.00,0.00
4167,"ONT",34.056,-117.6011944,"2110","",1.00,0.00
4167,"LAS",36.08036111,-115.1523333,"2110","",1.00,0.00
4168,"SEA",47.44898194,-122.3093131,"1715","",1.00,0.00
4168,"SJC",37.36186194,-121.9290089,"1715","",1.00,0.00
4169,"SJC",37.36186194,-121.9290089,"1935","",1.00,0.00
4169,"ONT",34.056,-117.6011944,"1935","",1.00,0.00
4170,"BUR",34.20061917,-118.3584969,"0800","",1.00,0.00
4170,"PHX",33.43416667,-112.0080556,"0800","",1.00,0.00
4171,"PHX",33.43416667,-112.0080556,"0945","",1.00,0.00
4171,"STL",38.74768694,-90.35998972,"0945","",1.00,0.00
4172,"SMF",38.69542167,-121.5907669,"0630","",1.00,0.00
4172,"BUR",34.20061917,-118.3584969,"0630","",1.00,0.00
4173,"STL",38.74768694,-90.35998972,"1515","",1.00,0.00
4173,"CMH",39.99798528,-82.89188278,"1515","",1.00,0.00
4174,"ABQ",35.04022222,-106.6091944,"1440","",1.00,0.00
4174,"PHX",33.43416667,-112.0080556,"1440","",1.00,0.00
4175,"AMA",35.2193725,-101.7059272,"1420","",1.00,0.00
4175,"ABQ",35.04022222,-106.6091944,"1420","",1.00,0.00
4176,"DAL",32.84711389,-96.85177222,"0810","0810",0.00,0.00
4176,"ELP",31.80666667,-106.3778056,"0810","0810",0.00,0.00
4177,"TUL",36.19837222,-95.88824167,"0700","0700",0.00,0.00
4177,"DAL",32.84711389,-96.85177222,"0700","0700",0.00,0.00
4178,"SEA",47.44898194,-122.3093131,"0625","",1.00,0.00
4178,"BOI",43.56444444,-116.2227778,"0625","",1.00,0.00
4179,"BWI",39.17540167,-76.66819833,"1545","",1.00,0.00
4179,"MDW",41.7859825,-87.75242444,"1545","",1.00,0.00
4180,"MDW",41.7859825,-87.75242444,"1710","",1.00,0.00
4180,"STL",38.74768694,-90.35998972,"1710","",1.00,0.00
4181,"MHT",42.93451639,-71.43705583,"1400","",1.00,0.00
4181,"BWI",39.17540167,-76.66819833,"1400","",1.00,0.00
4182,"BWI",39.17540167,-76.66819833,"1730","",1.00,0.00
4182,"BDL",41.93887417,-72.68322833,"1730","",1.00,0.00
4183,"ABQ",35.04022222,-106.6091944,"1325","",1.00,0.00
4183,"LAX",33.94253611,-118.4080744,"1325","",1.00,0.00
4184,"ELP",31.80666667,-106.3778056,"1205","",1.00,0.00
4184,"ABQ",35.04022222,-106.6091944,"1205","",1.00,0.00
4185,"HOU",29.64541861,-95.27888889,"1010","",1.00,0.00
4185,"SAT",29.53369444,-98.46977778,"1010","",1.00,0.00
4186,"SAT",29.53369444,-98.46977778,"1120","",1.00,0.00
4186,"ELP",31.80666667,-106.3778056,"1120","",1.00,0.00
4187,"LAS",36.08036111,-115.1523333,"0700","",1.00,0.00
4187,"PHX",33.43416667,-112.0080556,"0700","",1.00,0.00
4188,"PHX",33.43416667,-112.0080556,"0830","",1.00,0.00
4188,"STL",38.74768694,-90.35998972,"0830","",1.00,0.00
4189,"STL",38.74768694,-90.35998972,"1355","",1.00,0.00
4189,"MDW",41.7859825,-87.75242444,"1355","",1.00,0.00
4190,"LAS",36.08036111,-115.1523333,"0955","",1.00,0.00
4190,"MDW",41.7859825,-87.75242444,"0955","",1.00,0.00
4191,"LAS",36.08036111,-115.1523333,"1115","",1.00,0.00
4191,"LAX",33.94253611,-118.4080744,"1115","",1.00,0.00
4192,"CLE",41.41089417,-81.84939667,"1105","",1.00,0.00
4192,"STL",38.74768694,-90.35998972,"1105","",1.00,0.00
4193,"LAS",36.08036111,-115.1523333,"1455","",1.00,0.00
4193,"SJC",37.36186194,-121.9290089,"1455","",1.00,0.00
4194,"MCI",39.29760528,-94.71390556,"1335","",1.00,0.00
4194,"LAS",36.08036111,-115.1523333,"1335","",1.00,0.00
4195,"STL",38.74768694,-90.35998972,"1205","",1.00,0.00
4195,"MCI",39.29760528,-94.71390556,"1205","",1.00,0.00
4196,"OAK",37.72129083,-122.2207167,"1600","",1.00,0.00
4196,"LAX",33.94253611,-118.4080744,"1600","",1.00,0.00
4197,"OAK",37.72129083,-122.2207167,"1945","",1.00,0.00
4197,"SAN",32.73355611,-117.1896567,"1945","",1.00,0.00
4198,"OAK",37.72129083,-122.2207167,"1900","",1.00,0.00
4198,"BUR",34.20061917,-118.3584969,"1900","",1.00,0.00
4199,"HOU",29.64541861,-95.27888889,"0635","0635",0.00,0.00
4199,"SAT",29.53369444,-98.46977778,"0635","0635",0.00,0.00
4200,"LAX",33.94253611,-118.4080744,"1430","",1.00,0.00
4200,"PHX",33.43416667,-112.0080556,"1430","",1.00,0.00
4201,"PHX",33.43416667,-112.0080556,"1610","",1.00,0.00
4201,"ABQ",35.04022222,-106.6091944,"1610","",1.00,0.00
4202,"SJC",37.36186194,-121.9290089,"1250","",1.00,0.00
4202,"LAX",33.94253611,-118.4080744,"1250","",1.00,0.00
4203,"ELP",31.80666667,-106.3778056,"1230","",1.00,0.00
4203,"LAX",33.94253611,-118.4080744,"1230","",1.00,0.00
4204,"LAX",33.94253611,-118.4080744,"1355","",1.00,0.00
4204,"SJC",37.36186194,-121.9290089,"1355","",1.00,0.00
4205,"MDW",41.7859825,-87.75242444,"1640","",1.00,0.00
4205,"HOU",29.64541861,-95.27888889,"1640","",1.00,0.00
4206,"AUS",30.19453278,-97.66987194,"1230","",1.00,0.00
4206,"HOU",29.64541861,-95.27888889,"1230","",1.00,0.00
4207,"HOU",29.64541861,-95.27888889,"1340","",1.00,0.00
4207,"MSY",29.99338889,-90.25802778,"1340","",1.00,0.00
4208,"LBB",33.66363889,-101.8227778,"1110","",1.00,0.00
4208,"AUS",30.19453278,-97.66987194,"1110","",1.00,0.00
4209,"MCO",28.42888889,-81.31602778,"1805","",1.00,0.00
4209,"FLL",26.07258333,-80.15275,"1805","",1.00,0.00
4210,"MSY",29.99338889,-90.25802778,"1500","",1.00,0.00
4210,"MCO",28.42888889,-81.31602778,"1500","",1.00,0.00
4211,"MDW",41.7859825,-87.75242444,"1635","",1.00,0.00
4211,"OMA",41.30251861,-95.89417306,"1635","",1.00,0.00
4212,"OMA",41.30251861,-95.89417306,"1825","",1.00,0.00
4212,"PHX",33.43416667,-112.0080556,"1825","",1.00,0.00
4213,"ONT",34.056,-117.6011944,"2110","",1.00,0.00
4213,"SJC",37.36186194,-121.9290089,"2110","",1.00,0.00
4214,"PHX",33.43416667,-112.0080556,"1935","",1.00,0.00
4214,"ONT",34.056,-117.6011944,"1935","",1.00,0.00
4215,"BHM",33.56294306,-86.75354972,"1530","",1.00,0.00
4215,"MSY",29.99338889,-90.25802778,"1530","",1.00,0.00
4216,"BNA",36.12447667,-86.67818222,"1425","",1.00,0.00
4216,"BHM",33.56294306,-86.75354972,"1425","",1.00,0.00
4217,"MHT",42.93451639,-71.43705583,"1225","",1.00,0.00
4217,"BNA",36.12447667,-86.67818222,"1225","",1.00,0.00
4218,"MSY",29.99338889,-90.25802778,"1700","",1.00,0.00
4218,"HOU",29.64541861,-95.27888889,"1700","",1.00,0.00
4219,"MCI",39.29760528,-94.71390556,"1030","",1.00,0.00
4219,"OKC",35.39308833,-97.60073389,"1030","",1.00,0.00
4220,"MDW",41.7859825,-87.75242444,"0845","",1.00,0.00
4220,"MCI",39.29760528,-94.71390556,"0845","",1.00,0.00
4221,"OKC",35.39308833,-97.60073389,"1155","",1.00,0.00
4221,"PHX",33.43416667,-112.0080556,"1155","",1.00,0.00
4222,"PHX",33.43416667,-112.0080556,"1235","",1.00,0.00
4222,"LAS",36.08036111,-115.1523333,"1235","",1.00,0.00
4223,"RDU",35.87763889,-78.78747222,"0720","0720",0.00,0.00
4223,"MDW",41.7859825,-87.75242444,"0720","0720",0.00,0.00
4224,"BNA",36.12447667,-86.67818222,"1850","",1.00,0.00
4224,"PVD",41.72399917,-71.42822111,"1850","",1.00,0.00
4225,"ELP",31.80666667,-106.3778056,"1310","",1.00,0.00
4225,"HOU",29.64541861,-95.27888889,"1310","",1.00,0.00
4226,"HOU",29.64541861,-95.27888889,"1630","",1.00,0.00
4226,"BNA",36.12447667,-86.67818222,"1630","",1.00,0.00
4227,"SAN",32.73355611,-117.1896567,"1005","",1.00,0.00
4227,"ELP",31.80666667,-106.3778056,"1005","",1.00,0.00
4228,"SMF",38.69542167,-121.5907669,"0810","",1.00,0.00
4228,"SAN",32.73355611,-117.1896567,"0810","",1.00,0.00
4229,"SAT",29.53369444,-98.46977778,"1815","",1.00,0.00
4229,"HOU",29.64541861,-95.27888889,"1815","",1.00,0.00
4230,"MHT",42.93451639,-71.43705583,"1105","",1.00,0.00
4230,"MCO",28.42888889,-81.31602778,"1105","",1.00,0.00
4231,"PHX",33.43416667,-112.0080556,"1955","",1.00,0.00
4231,"SAN",32.73355611,-117.1896567,"1955","",1.00,0.00
4232,"SAN",32.73355611,-117.1896567,"2125","",1.00,0.00
4232,"OAK",37.72129083,-122.2207167,"2125","",1.00,0.00
4233,"LAS",36.08036111,-115.1523333,"2115","",1.00,0.00
4233,"SAN",32.73355611,-117.1896567,"2115","",1.00,0.00
4234,"BHM",33.56294306,-86.75354972,"1130","",1.00,0.00
4234,"BNA",36.12447667,-86.67818222,"1130","",1.00,0.00
4235,"BNA",36.12447667,-86.67818222,"1240","",1.00,0.00
4235,"MDW",41.7859825,-87.75242444,"1240","",1.00,0.00
4236,"MSY",29.99338889,-90.25802778,"1005","",1.00,0.00
4236,"BHM",33.56294306,-86.75354972,"1005","",1.00,0.00
4237,"AMA",35.2193725,-101.7059272,"0735","0735",0.00,0.00
4237,"LAS",36.08036111,-115.1523333,"0735","0735",0.00,0.00
4238,"LAS",36.08036111,-115.1523333,"0800","",1.00,0.00
4238,"LAX",33.94253611,-118.4080744,"0800","",1.00,0.00
4239,"BWI",39.17540167,-76.66819833,"2120","",1.00,0.00
4239,"IND",39.71732917,-86.29438417,"2120","",1.00,0.00
4240,"FLL",26.07258333,-80.15275,"1735","",1.00,0.00
4240,"JAX",30.49405556,-81.68786111,"1735","",1.00,0.00
4241,"JAX",30.49405556,-81.68786111,"1910","",1.00,0.00
4241,"BWI",39.17540167,-76.66819833,"1910","",1.00,0.00
4242,"MDW",41.7859825,-87.75242444,"1015","",1.00,0.00
4242,"PHX",33.43416667,-112.0080556,"1015","",1.00,0.00
